Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
8/9/2018 7:30:00 PM,2,2018,1,LAR,BAL,AWAY,7,33,40,M&T Bank Stadium,0,0,0,7,0,28,59,28:59,11,4,6,1,57,170,3.0,1,25,121,4.8,0,28,13,49,1,1,1.8,3.8,46.4,50.30,15,4,26.7,2,0,0,1,1,0,0,11,87,1,1,4,40,3,5,8,320,40,2,0,-2,17,6,3,7,0,31,1,31:1,21,7,10,4,68,403,5.9,3,33,140,4.2,1,32,17,263,2,0,8.2,15.5,53.1,101.43,14,4,28.6,1,1,100,4,2,0,0,8,56,0,0,3,15,6,4,4,199,49.8,0,2,2,100,0,50.0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,4,43,20,3,0,6,0,0,43,22,4,0,6,2,1,Thursday,32,3,16590
8/9/2018 7:30:00 PM,2,2018,1,BAL,LAR,HOME,33,7,40,M&T Bank Stadium,17,6,3,7,0,31,1,31:1,21,7,10,4,68,403,5.9,3,33,140,4.2,1,32,17,263,2,0,8.2,15.5,53.1,101.43,14,4,28.6,1,1,100,4,2,0,0,8,56,0,0,3,15,6,4,4,199,49.8,0,2,2,0,0,0,7,0,28,59,28:59,11,4,6,1,57,170,3.0,1,25,121,4.8,0,28,13,49,1,1,1.8,3.8,46.4,50.30,15,4,26.7,2,0,0,1,1,0,0,11,87,1,1,4,40,3,5,8,320,40,2,0,-2,50.0,0,100,0,3,3,0,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,43,22,4,0,6,2,1,43,20,3,0,6,0,0,Thursday,3,32,16590
8/9/2018 7:30:00 PM,2,2018,1,WAS,NE,AWAY,17,26,43,Gillette Stadium,10,7,0,0,0,27,48,27:48,14,4,8,2,55,333,6.1,2,25,119,4.8,0,27,20,214,2,0,7.9,10.7,74.1,121.53,12,3,25.0,0,0,0,1,1,0,0,9,80,1,1,3,19,3,2,5,212,42.4,1,1,0,0,3,7,16,0,32,12,32:12,20,12,7,1,69,301,4.4,3,40,140,3.5,3,28,18,161,0,0,5.8,8.9,64.3,79.61,15,7,46.7,2,2,100,3,3,0,0,4,36,1,1,1,4,8,5,6,304,50.7,1,1,0,100,0,100,0,2,2,0,0,0,0,0,2,1,1,1,0,2,1,1,1,1,1,45,29,1,0,5,0,2,39,22,3,0,1,1,1,Thursday,35,21,16607
8/9/2018 7:30:00 PM,2,2018,1,NE,WAS,HOME,26,17,43,Gillette Stadium,0,3,7,16,0,32,12,32:12,20,12,7,1,69,301,4.4,3,40,140,3.5,3,28,18,161,0,0,5.8,8.9,64.3,79.61,15,7,46.7,2,2,100,3,3,0,0,4,36,1,1,1,4,8,5,6,304,50.7,1,1,0,10,7,0,0,0,27,48,27:48,14,4,8,2,55,333,6.1,2,25,119,4.8,0,27,20,214,2,0,7.9,10.7,74.1,121.53,12,3,25.0,0,0,0,1,1,0,0,9,80,1,1,3,19,3,2,5,212,42.4,1,1,0,100,0,100,0,1,1,0,2,1,1,1,1,1,2,2,0,0,0,0,0,2,1,39,22,3,0,1,1,1,45,29,1,0,5,0,2,Thursday,21,35,16607
8/9/2018 8:00:00 PM,2,2018,1,TEN,GB,AWAY,17,31,48,Lambeau Field,7,3,0,7,0,24,26,24:26,18,4,10,4,58,302,5.2,2,20,79,4.0,0,37,21,223,2,0,6.0,10.6,56.8,92.51,12,4,33.3,3,2,66.7,3,2,0,0,14,124,1,1,1,0,7,4,4,161,40.2,1,1,0,7,0,7,17,0,35,34,35:34,31,9,15,7,82,445,5.4,4,32,89,2.8,1,47,25,356,3,1,7.6,14.2,53.2,90.38,17,9,52.9,2,1,50.0,4,3,0,0,10,74,0,0,3,16,4,0,2,83,41.5,1,1,0,66.7,0,75.0,0,2,2,0,0,0,0,0,1,1,4,4,0,0,0,0,0,1,1,50,24,3,0,7,1,0,40,12,1,0,1,1,2,Thursday,34,12,16608
8/9/2018 8:00:00 PM,2,2018,1,GB,TEN,HOME,31,17,48,Lambeau Field,7,0,7,17,0,35,34,35:34,31,9,15,7,82,445,5.4,4,32,89,2.8,1,47,25,356,3,1,7.6,14.2,53.2,90.38,17,9,52.9,2,1,50.0,4,3,0,0,10,74,0,0,3,16,4,0,2,83,41.5,1,1,0,7,3,0,7,0,24,26,24:26,18,4,10,4,58,302,5.2,2,20,79,4.0,0,37,21,223,2,0,6.0,10.6,56.8,92.51,12,4,33.3,3,2,66.7,3,2,0,0,14,124,1,1,1,0,7,4,4,161,40.2,1,1,0,75.0,0,66.7,0,4,4,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,40,12,1,0,1,1,2,50,24,3,0,7,1,0,Thursday,12,34,16608
8/9/2018 8:30:00 PM,2,2018,1,HOU,KC,AWAY,17,10,27,Arrowhead Stadium,7,7,3,0,0,28,3,28:3,20,5,10,5,50,272,5.4,2,25,115,4.6,0,25,16,157,2,0,6.3,9.8,64.0,108.25,9,4,44.4,1,0,0,4,2,0,0,6,50,0,0,0,0,6,3,3,121,40.3,0,1,1,0,7,0,3,0,31,57,31:57,22,4,15,3,66,294,4.5,1,23,73,3.2,0,42,26,221,1,1,5.3,8.5,61.9,73.61,16,11,68.8,1,0,0,2,0,0,0,7,80,0,0,1,5,3,1,3,128,42.7,1,0,-1,50.0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,45,12,1,0,7,0,0,39,10,0,0,3,0,0,Thursday,13,16,16609
8/9/2018 8:30:00 PM,2,2018,1,KC,HOU,HOME,10,17,27,Arrowhead Stadium,0,7,0,3,0,31,57,31:57,22,4,15,3,66,294,4.5,1,23,73,3.2,0,42,26,221,1,1,5.3,8.5,61.9,73.61,16,11,68.8,1,0,0,2,0,0,0,7,80,0,0,1,5,3,1,3,128,42.7,1,0,-1,7,7,3,0,0,28,3,28:3,20,5,10,5,50,272,5.4,2,25,115,4.6,0,25,16,157,2,0,6.3,9.8,64.0,108.25,9,4,44.4,1,0,0,4,2,0,0,6,50,0,0,0,0,6,3,3,121,40.3,0,1,1,0,0,50.0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,39,10,0,0,3,0,0,45,12,1,0,7,0,0,Thursday,16,13,16609
8/9/2018 10:00:00 PM,2,2018,1,IND,SEA,AWAY,19,17,36,CenturyLink Field,3,6,3,7,0,32,44,32:44,18,5,10,3,65,265,4.1,1,33,76,2.3,0,29,20,189,1,0,6.5,9.4,69.0,98.20,16,4,25.0,1,1,100,4,1,0,0,5,45,1,1,3,22,7,8,4,168,42,1,1,0,7,0,3,7,0,27,16,27:16,12,4,7,1,49,195,4.0,2,22,87,4.0,0,23,18,108,1,1,4.7,6,78.3,82.61,10,2,20.0,1,1,100,2,1,0,0,12,98,0,0,4,34,7,6,6,289,48.2,1,1,0,25.0,0,50.0,0,1,1,0,0,0,0,0,4,4,2,2,0,0,0,0,0,1,1,38,24,4,0,3,1,1,43,29,3,0,4,0,1,Thursday,14,30,16623
8/9/2018 10:00:00 PM,2,2018,1,SEA,IND,HOME,17,19,36,CenturyLink Field,7,0,3,7,0,27,16,27:16,12,4,7,1,49,195,4.0,2,22,87,4.0,0,23,18,108,1,1,4.7,6,78.3,82.61,10,2,20.0,1,1,100,2,1,0,0,12,98,0,0,4,34,7,6,6,289,48.2,1,1,0,3,6,3,7,0,32,44,32:44,18,5,10,3,65,265,4.1,1,33,76,2.3,0,29,20,189,1,0,6.5,9.4,69.0,98.20,16,4,25.0,1,1,100,4,1,0,0,5,45,1,1,3,22,7,8,4,168,42,1,1,0,50.0,0,25.0,0,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,4,43,29,3,0,4,0,1,38,24,4,0,3,1,1,Thursday,30,14,16623
8/9/2018 10:00:00 PM,2,2018,1,DAL,SF,AWAY,21,24,45,Levi's Stadium,7,7,7,0,0,30,35,30:35,23,8,13,2,68,338,5.0,3,29,105,3.6,1,37,24,233,2,0,6.3,9.7,64.9,100.39,14,7,50.0,0,0,0,2,2,0,0,13,88,0,0,2,14,3,5,6,265,44.2,0,3,3,0,7,3,14,0,29,25,29:25,26,7,14,5,65,454,7.0,3,26,98,3.8,2,39,24,356,1,2,9.1,14.8,61.5,78.58,10,4,40.0,1,1,100,5,3,0,0,6,38,1,1,0,0,8,6,4,165,41.2,3,0,-3,100,0,60.0,0,3,3,0,0,0,0,0,1,0,1,1,0,3,1,0,0,1,1,48,15,0,0,10,1,1,57,9,2,0,4,0,0,Thursday,9,31,16610
8/9/2018 10:00:00 PM,2,2018,1,SF,DAL,HOME,24,21,45,Levi's Stadium,0,7,3,14,0,29,25,29:25,26,7,14,5,65,454,7.0,3,26,98,3.8,2,39,24,356,1,2,9.1,14.8,61.5,78.58,10,4,40.0,1,1,100,5,3,0,0,6,38,1,1,0,0,8,6,4,165,41.2,3,0,-3,7,7,7,0,0,30,35,30:35,23,8,13,2,68,338,5.0,3,29,105,3.6,1,37,24,233,2,0,6.3,9.7,64.9,100.39,14,7,50.0,0,0,0,2,2,0,0,13,88,0,0,2,14,3,5,6,265,44.2,0,3,3,60.0,0,100,0,1,1,0,3,1,0,0,1,1,3,3,0,0,0,0,0,1,0,57,9,2,0,4,0,0,48,15,0,0,10,1,1,Thursday,31,9,16610
8/10/2018 7:30:00 PM,2,2018,1,ATL,NYJ,AWAY,0,17,17,MetLife Stadium,0,0,0,0,0,28,50,28:50,11,2,8,1,62,254,4.1,0,22,49,2.2,0,37,22,205,0,1,5.5,9.3,59.5,63.46,15,5,33.3,3,1,33.3,1,0,0,0,10,71,0,0,3,10,3,7,6,267,44.5,1,1,0,7,10,0,0,0,31,10,31:10,15,3,10,2,60,253,4.2,2,32,75,2.3,0,27,21,178,2,0,6.6,8.5,77.8,118.83,16,7,43.8,2,1,50.0,2,2,0,0,8,65,1,1,1,7,5,8,6,264,44,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,49,20,1,0,1,0,1,46,16,3,0,4,2,0,Friday,2,24,16611
